,Unnamed: 0,Name,Postal_Code,Coordinates,Venue Type,District
230,230,CHILLI API CATERING PTE. LTD.,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
231,231,CHEO BOON CHUAN,539204,"[1.35440547551962, 103.893202545758]",Eating Establishment,ALJUNIED
232,232,LEE CHOO CHET,539199,"[1.35559138423561, 103.893705155896]",Eating Establishment,ALJUNIED
233,233,ONG SWEE TEN,576710,"[1.37600517758782, 103.82871572628]",Eating Establishment,KEBUN BARU
234,234,OH CHONG CHING,536961,"[1.36770538695169, 103.89015900262]",Eating Establishment,HOUGANG
235,235,LEE WEE & BROTHERS' FOODSTUFF PTE. LTD.,539208,"[1.35342760032839, 103.892785658593]",Eating Establishment,ALJUNIED
236,236,LEE WEE & BROTHERS' FOODSTUFF PTE. LTD.,536959,"[1.36764826450171, 103.890269975678]",Eating Establishment,HOUGANG
237,237,LIN MEE LAN,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
238,238,BROSON CATERING PTE. LTD.,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
239,239,ROYAL CATERING SERVICES PTE LTD,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
240,240,MASAKAN SHAIK SABRI PTE LTD,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
241,241,SIAU SU GIAN,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
242,242,MUM'S KITCHEN CATERING PTE. LTD.,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
243,243,TECK EE FOOD HOLDINGS PTE. LTD.,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
244,244,ZAINAL ABIDIN BIN MOHAMAD,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
245,245,JESSIE CATERING PTE. LTD.,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
246,246,TAN KOON ENG,486350,"[1.33684580683923, 103.947430902113]",Eating Establishment,EAST COAST
247,247,M.A.C.R.O.S & CO PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
248,248,CHUN HONG CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
249,249,SELECT CATERING SERVICES PTE. LTD.,758099,"[1.4569070276906, 103.802584664145]",Eating Establishment,SEMBAWANG
250,250,STAMFORD CATERING SERVICES PTE LTD,758099,"[1.4569070276906, 103.802584664145]",Eating Establishment,SEMBAWANG
251,251,SOON YUAN VEGETARIAN FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
252,252,AISHWARYA RESTAURANT & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
253,253,WONDER RICE PTE. LTD.,758297,"[1.46410448094736, 103.811458452691]",Eating Establishment,SEMBAWANG
254,254,Thyme Food & Services Pte Ltd,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
255,255,UNIVERSAL CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
256,256,FIVE STARS FOOD PTE. LTD.,758297,"[1.46410448094736, 103.811458452691]",Eating Establishment,SEMBAWANG
257,257,TRPTI FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
258,258,LEE MEI LI,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
259,259,WANG CHUN HONG,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
260,260,HE YUAN FANG SHANGHAI CUISINE PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
261,261,DES KITCHEN PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
262,262,OBAYED HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
263,263,EE HUI FOOD CATERING PTE. LTD.,758237,"[1.46421462568933, 103.806022769706]",Eating Establishment,SEMBAWANG
264,264,AMG FOOD PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
265,265,VS CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
266,266,MAESTROSOFT PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
267,267,CJS CATERING PTE LTD,758297,"[1.46410448094736, 103.811458452691]",Eating Establishment,SEMBAWANG
268,268,CMS RESTAURANTS & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
269,269,LUXE CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
270,270,SLS VEGETARIAN FOOD PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
271,271,BRINDA'S PTE LTD,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
272,272,SINAR F & B PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
273,273,K&K FOOD TRADING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
274,274,AL-JAILANI HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
275,275,WHITE BEEHOON RESTAURANT PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
276,276,AMRA CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
277,277,DE ESPERTO KITCHEN PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
278,278,Fex Springleaf Prata Place Pte Ltd,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
279,279,AL DENTE FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
280,280,SIN RONG HAI RESTAURANT AND CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
281,281,RUCHITA FOOD TRADING PTE.LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
282,282,AMICI EVENTS & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
283,283,FOSTRE CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
284,284,JIN HOCK FOOD HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
285,285,FULEE FOOD (2009) CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
286,286,PREMIUM CATERING PRIVATE LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
287,287,FULEE FOOD (2011) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
288,288,ONE FAMILY CATERING SERVICE PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
289,289,CITA RASA KITCHEN PTE. LTD.,738728,"[1.45155456597839, 103.809307970299]",Eating Establishment,SEMBAWANG
290,290,KIMPO FOOD HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
291,291,REVADA FOOD & SERVICES PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
292,292,DING JI (F&B) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
293,293,VQ SERVICES PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
294,294,XIAO YU ER HOLDINGS PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
295,295,FEI SIONG (F&B) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
296,296,CHURRASCO FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
297,297,RAJAH MAS CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
298,298,LIM TECK LIEN ADRIAN,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
299,299,RASA RASA GROUP CATERING SERVICES LLP,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
300,300,ZHANG ZHIWEI,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
301,301,WEE KEE CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
302,302,SINSEA PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
303,303,OH'S FARM CATERING (F&B) PTE.LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
304,304,EMPIRE BISTRO PTE. LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
305,305,YE LIANG HOW CATERING SERVICE PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
306,306,FOUR STARS RESTAURANT & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
307,307,TOPFLIGHT GROUP PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
308,308,NEO AH YONG,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
309,309,LOW CHONG KEE,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
310,310,SUBAIDAH BINTE MOHD ISMAIL,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
311,311,FOOD FEST F & B PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
312,312,TOON LAI KUEN,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment,SEMBAWANG
313,313,DUA GROUP PTE. LTD.,769674,"[1.44332329145287, 103.825508969018]",Eating Establishment,SEMBAWANG
314,314,TIM DELIGHT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
315,315,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
316,316,KIMLY FOOD HOLDINGS PTE. LTD.,738725,"[1.45086533562089, 103.808197871686]",Eating Establishment,SEMBAWANG
317,317,EMPIRE FOOD MANAGEMENT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
318,318,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,738452,"[1.45137722624778, 103.807709297586]",Eating Establishment,SEMBAWANG
319,319,AMANI SERVICES PTE. LTD.,769675,"[1.44377886097149, 103.826196518891]",Eating Establishment,SEMBAWANG
320,320,LION KITCHEN PTE. LTD.,738738,"[1.44901232710407, 103.806821552503]",Eating Establishment,SEMBAWANG
321,321,OW HONG HWA,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
322,322,LE XIN CATERING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
323,323,MOM'S COOKING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
324,324,SOO SAN NA,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
325,325,KIGI PTE. LTD.,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment,ALJUNIED
326,326,JEEWA LTD,415936,"[1.33404941614573, 103.901691386373]",Eating Establishment,ALJUNIED
327,327,JP PEPPERDINE GROUP PTE. LTD.,539232,"[1.35683728192269, 103.893291221205]",Eating Establishment,ALJUNIED
328,328,ISO DELIGHT PTE. LTD.,539234,"[1.35758745975141, 103.893458940256]",Eating Establishment,ALJUNIED
329,329,TONG CHIANG KITCHEN (1) PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
330,330,KIM'S KITCHEN PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
331,331,CYNTHIA ZHENG XIU MEI,539203,"[1.35458508009815, 103.893277349083]",Eating Establishment,ALJUNIED
332,332,NG CHIA,539205,"[1.35409516390098, 103.893070013437]",Eating Establishment,ALJUNIED
333,333,SERANGOON GARDENS COUNTRY CLUB,557271,"[1.36573432810949, 103.866873575185]",Eating Establishment,ALJUNIED
334,334,SHEERA PTE LTD,415936,"[1.33404941614573, 103.901691386373]",Eating Establishment,ALJUNIED
335,335,CURRY & TANDOOR PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
336,336,SRINATH CATERING PTE LTD,539467,"[1.36037775536094, 103.902765326076]",Eating Establishment,ALJUNIED
337,337,ALICK TANG TIANG POH,539205,"[1.35409516390098, 103.893070013437]",Eating Establishment,ALJUNIED
338,338,GOLDEN PILLOW 933 PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
339,339,TIRTA SARI PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
340,340,JUBILEE FOOD SUPPLIES PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
341,341,SEYU PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
342,342,ORANGE CLOVE CATERING PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment,ALJUNIED
343,343,LIM LUAN SENG FOODS INDUSTRIES PTE LTD,539206,"[1.35391878995648, 103.892993234036]",Eating Establishment,ALJUNIED
344,344,QUEK EE HONG,588388,"[1.34092285906123, 103.779615890646]",Eating Establishment,HOLLAND-BUKIT TIMAH
345,345,BADHON ENTERPRISE PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
346,346,3S RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
347,347,CHOLANADU RESTAURANT & CATERING PTE. LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
348,348,ANG HOCK CHUAN,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment,JURONG
349,349,KOREA FOOD COMPANY PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
350,350,CHEONG AH KIONG,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
351,351,HOL WAH PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
352,352,RAZALI BIN NEMAT,508033,"[1.36476684787968, 103.974467912967]",Eating Establishment,EAST COAST
353,353,LIM ENG KOON,455712,"[1.32129860535052, 103.924107008297]",Eating Establishment,MARINE PARADE
354,354,CHIA PUI HUAY,328415,"[1.32799592526274, 103.867160602328]",Eating Establishment,JALAN BESAR
355,355,GAN LI ENG,423613,"[1.31127816552165, 103.902098733704]",Eating Establishment,MARINE PARADE
356,356,FOO HEE LIANG,455704,"[1.32104793272873, 103.924220746084]",Eating Establishment,MARINE PARADE
357,357,ANGELI CATERING SERVICES PTE.LTD.,429014,"[1.30910011360694, 103.91188485858]",Eating Establishment,MARINE PARADE
358,358,ANTHONY HENG FOCK LIANG,455710,"[1.32119880456733, 103.924153500703]",Eating Establishment,MARINE PARADE
359,359,EZB PTE LTD,387429,"[1.31461656372663, 103.877395281143]",Eating Establishment,JALAN BESAR
360,360,CHOICE FOOD HOLDINGS PTE. LTD.,486121,"[1.3370795534655, 103.946094631182]",Eating Establishment,EAST COAST
361,361,WEE YEE TSE,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
362,362,HENG TAT CATERING PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
363,363,ISLAND WIDE CATERING PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment,POTONG PASIR
364,364,AZAD FOODS PTE. LTD.,388428,"[1.31515013065193, 103.880291780675]",Eating Establishment,JALAN BESAR
365,365,RAJAH INN RESTAURANT PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment,POTONG PASIR
366,366,CHISHTY SYED MOHAMED HAFEEZUDEEN,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment,MARINE PARADE
367,367,JPKL SERVICESS PTE. LTD.,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment,POTONG PASIR
368,368,CORIANDER LEAF PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment,POTONG PASIR
369,369,INTERNATIONAL CATERING PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment,POTONG PASIR
370,370,PAN PACIFIC HOTELS GROUP LIMITED,199591,"[1.29962022781589, 103.860647265508]",Eating Establishment,JALAN BESAR
371,371,MARINA BAY SANDS PTE. LTD.,18956,"[1.28257452719679, 103.858562162091]",Eating Establishment,JALAN BESAR
372,372,DAISHO DEVELOPMENT SINGAPORE PTE LTD,18961,"[1.27830729633252, 103.850795180871]",Eating Establishment,JALAN BESAR
373,373,SHANGRI-LA HOTEL LIMITED,258350,"[1.3112474084414, 103.826756760766]",Eating Establishment,TANJONG PAGAR
374,374,MARINA BAY SANDS PTE. LTD.,18971,"[1.28445018649266, 103.860956741623]",Eating Establishment,JALAN BESAR
375,375,CARLTON HOTEL (SINGAPORE) PTE LTD?,189558,"[1.2959264465239, 103.852518903928]",Eating Establishment,JALAN BESAR
376,376,TOMLINSON HOTEL PTE. LTD.,247911,"[1.3056959989812, 103.826075597247]",Eating Establishment,TANJONG PAGAR
377,377,FOO KEE SENG,575710,"[1.35884114756586, 103.836938065119]",Eating Establishment,BISHAN-TOA PAYOH
378,378,BIZLINK CENTRE SINGAPORE LTD,539747,"[1.38174104002187, 103.884742636745]",Eating Establishment,ANG MO KIO
379,379,PANG OI KHENG,109762,"[1.2830212046691, 103.810473680086]",Eating Establishment,WEST COAST
380,380,Lavish Dine Catering Pte Ltd,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment,JURONG
381,381,KJM CURRY HOUSE & RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
382,382,YONG KIN WAI,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment,JURONG
383,383,AMMANI CATERING PTE. LTD.,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment,JURONG
384,384,TIONG BAHRU PAU PTE LTD,109762,"[1.2830212046691, 103.810473680086]",Eating Establishment,WEST COAST
385,385,QUALITY FOOD SERVICES PTE. LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
386,386,JANNAT FATEMA CATERING & RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
387,387,ALISA MAHAL RESTAURANT PTE LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
388,388,MARIUM INTERNATIONAL (SINGAPORE) PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment,WEST COAST
389,389,D'FINE CATERING SERVICES PTE LTD,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment,JURONG
390,390,SHATEC INSTITUTES PTE. LTD.,659589,"[1.34404445156372, 103.750294500884]",Eating Establishment,JURONG
391,391,CHIAM MENG YEOW,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
392,392,HARVEST CATERING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
393,393,BADRIYA HOLDINGS PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
394,394,SEAH JEE NGUAN,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
395,395,ZINGRILL HOLDINGS PTE LTD,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
396,396,CHIAM WEE KIANG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
397,397,KIAN HUAT RESTAURANT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
398,398,OH PENG KOK,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
399,399,THANGARAJAN S/O SUBRAMANIAM,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
400,400,YEO LAI POH,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
401,401,ONG TECK KIONG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
402,402,OH BENG YEW,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
403,403,NG SIEW HUANG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
404,404,ONG PANG HENG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
405,405,CHUA TEOW HOCK,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment,SEMBAWANG
